RS600,2000,,,2
RS700,2000,,,2
RS800,2000,,,2
RSFEV,2000,,,2
RSVAR,2000,,,2
S-12,2000,,,2
SBT-N,2000,,,2
SBT,2000,,,2
SLB,2000,,,2
SAF,2000,,,2
SLS,2000,,,2
SCT16,2000,,,2
SDP100,2000,,,2
SNDPR,2000,,,2
SATL,2000,,,2
SCH16,2000,,,2
SCOR,2000,,,2
SPL21K,2000,,,2
SNAR,2000,,,2
SWCH,2000,,,2
SBD,2000,,,2
SESA,2000,,,2
SHB,2000,,,2
SWND,2000,,,2
SRN17,2000,,,2
SRC15,2000,,,2
SKAT2,2000,,,2
SKID,2000,,,2
SJ,2000,,,2
SL,2000,,,2
SN,2000,,,2
SOS13,2000,,,2
SOLO,2000,,,2
SPKR,2000,,,2
SPKL,2000,,,2
SPDBL,2000,,,2
SPN13,2000,,,2
SPN15,2000,,,2
SPN16,2000,,,2
SPR,2000,,,2
SP,2000,,,2
SR-17,2000,,,2
STC,2000,,,2
STD14,2000,,,2
STF,2000,,,2
STFS,2000,,,2
SWN135,2000,,,2
STH,2000,,,2
STRK,2000,,,2
SUI,2000,,,2
SUNC,2000,,,2
SBRD,2000,,,2
SF,2000,,,2
SUNF,2000,,,2
SUNSP,2000,,,2
SPOR,2000,,,2
SSAT,2000,,,2
SSNAR2,2000,,,2
SSF,2000,,,2
SSFT,2000,,,2
SNV,2000,,,2
SURGL,2000,,,2
SURF,2000,,,2
SURP,2000,,,2
SWSX,2000,,,2
TNZ14,2000,,,2
TNZ16,2000,,,2
TASA,2000,,,2
TASAM,2000,,,2
TEAL,2000,,,2
TD,2000,,,2
TERN,2000,,,2
TEN,2000,,,2
TWLV,2000,,,2
TH,2000,,,2
TBD,2000,,,2
TOP,2000,,,2
TOCB,2000,,,2
TWN,2000,,,2
TRF547,2000,,,2
TRA,2000,,,2
TRD,2000,,,2
UFO,2000,,,2
USMO,2000,,,2
UP,2000,,,2
US-1,2000,,,2
VAG17,2000,,,2
VGD15,2000,,,2
VECT,2000,,,2
VIP,2000,,,2
VOL,2000,,,2
VOY15,2000,,,2
WB-8,2000,,,2
WAN14,2000,,,2
WF,2000,,,2
WPN,2000,,,2
WS,2000,,,2
WWP15,2000,,,2
WWP19,2000,,,2
WL14,2000,,,2
WHIP,2000,,,2
WHWN,2000,,,2
WHCAP,2000,,,2
WDG,2000,,,2
WILF,2000,,,2
WINF,2000,,,2
WINJ,2000,,,2
WM,2000,,,2
WINE,2000,,,2
WD,2000,,,2
WIZ,2000,,,2
WP,2000,,,2
X-14,2000,,,2
X-B,2000,,,2
Y-B,2000,,,2
YF,2000,,,2
ZEF12,2000,,,2
ZEN,2000,,,2
ZUM,2000,,,2
