4.45,2000,,,2
360,2000,,,2
14,2000,,,2
29,2000,,,2
405,2000,,,2
420,2000,,,2
470,2000,,,2
49,2000,,,2
505,2000,,,2
747,2000,,,2
747SL,2000,,,2
A-SC,2000,,,2
AKR,2000,,,2
ALBA,2000,,,2
ALPH,2000,,,2
ALPHO,2000,,,2
ALPRO,2000,,,2
AM-146,2000,,,2
AM-16,2000,,,2
AM-17,2000,,,2
AM-18,2000,,,2
APC,2000,,,2
APOL,2000,,,2
AQFN,2000,,,2
ARO15,2000,,,2
B14,2000,,,2
BLB13,2000,,,2
BNDT,2000,,,2
BND15,2000,,,2
BND17,2000,,,2
BNSH,2000,,,2
BG-17,2000,,,2
B16F,2000,,,2
BAR,2000,,,2
BAT-2,2000,,,2
BHSL,2000,,,2
BBC-SC,2000,,,2
BBC-SL,2000,,,2
BEE-C,2000,,,2
BLV13,2000,,,2
BB,2000,,,2
BLBY,2000,,,2
BLCRB,2000,,,2
BJ,2000,,,2
BOM3.8,2000,,,2
BOM4.8,2000,,,2
BNTO,2000,,,2
BOS,2000,,,2
BCN,2000,,,2
BUT,2000,,,2
BUZ,2000,,,2
BYTE,2000,,,2
BYTE2,2000,,,2
C-SC,2000,,,2
C-LK,2000,,,2
CADT,2000,,,2
I-CAN,2000,,,2
4-CAN,2000,,,2
4-CAN2,2000,,,2
5-CAN,2000,,,2
RNG-C,2000,,,2
SACAN,2000,,,2
CD-10,2000,,,2
CD-14,2000,,,2
CPR,2000,,,2
CAT13,2000,,,2
CAT142,2000,,,2
CAT142K,2000,,,2
CAT165,2000,,,2
CAT8,2000,,,2
CAT125,2000,,,2
CEL,2000,,,2
CHL15,2000,,,2
CNLSL,2000,,,2
CQ-12,2000,,,2
CHMTE,2000,,,2
CHES,2000,,,2
CHY,2000,,,2
CL14,2000,,,2
CL16,2000,,,2
CFJ,2000,,,2
COD40,2000,,,2
CM,2000,,,2
CND,2000,,,2
COHD,2000,,,2
COR15,2000,,,2
CSR10,2000,,,2
CTZ14,2000,,,2
COTL,2000,,,2
CLN13,2000,,,2
CLN132,2000,,,2
D-SC,2000,,,2
DABCK,2000,,,2
DGER,2000,,,2
DS,2000,,,2
DFD,2000,,,2
DM,2000,,,2
DC,2000,,,2
DNG,2000,,,2
DCV18,2000,,,2
DLP17,2000,,,2
DLPJR,2000,,,2
DLPSR,2000,,,2
DOODL,2000,,,2
DOVKE,2000,,,2
DOD16,2000,,,2
DRGNR,2000,,,2
DS-16,2000,,,2
DUS,2000,,,2
DUT,2000,,,2
DD,2000,,,2
DDT10,2000,,,2
E-SC,2000,,,2
18,2000,,,2
ELTO,2000,,,2
ENT,2000,,,2
EUR,2000,,,2
EVN16,2000,,,2
EXT,2000,,,2
EXP,2000,,,2
EXSWN,2000,,,2
FAL14,2000,,,2
FETH,2000,,,2
FN,2000,,,2
FB,2000,,,2
FFLY,2000,,,2
FJ,2000,,,2
FLIP,2000,,,2
FLCA,2000,,,2
FLCL,2000,,,2
FD,2000,,,2
FFSH,2000,,,2
FSCT,2000,,,2
FT,2000,,,2
F5,2000,,,2
FRD20,2000,,,2
FORMS,2000,,,2
FRUN,2000,,,2
FUS15,2000,,,2
GAL15,2000,,,2
GN,2000,,,2
GRY18,2000,,,2
GEM,2000,,,2
GEN4.4,2000,,,2
GHO13,2000,,,2
GNL13,2000,,,2
GNL15,2000,,,2
GLOR,2000,,,2
GLOD,2000,,,2
GF,2000,,,2
GP14,2000,,,2
GRP17,2000,,,2
GRYN,2000,,,2
GFC15,2000,,,2
GUL,2000,,,2
HA,2000,,,2
HPN4.6,2000,,,2
HPN5.2,2000,,,2
HRT14,2000,,,2
HAW17,2000,,,2
HRM15,2000,,,2
HERN,2000,,,2
HI,2000,,,2
H10,2000,,,2
HLR12,2000,,,2
HLR14,2000,,,2
HLR172,2000,,,2
HLRHK,2000,,,2
HLD19,2000,,,2
HLDJR,2000,,,2
HTR140,2000,,,2
HTR170,2000,,,2
HURI,2000,,,2
ILU12,2000,,,2
I20-SC,2000,,,2
INCT,2000,,,2
INSL,2000,,,2
INTD,2000,,,2
INT,2000,,,2
INVT,2000,,,2
ISD15,2000,,,2
ISD17,2000,,,2
J-SC,2000,,,2
JAV,2000,,,2
JAV-2,2000,,,2
JES12,2000,,,2
JES16,2000,,,2
JES8,2000,,,2
JT14,2000,,,2
JTWN,2000,,,2
JHN18,2000,,,2
JB,2000,,,2
JY15,2000,,,2
JY-T,2000,,,2
KLP15,2000,,,2
KN11,2000,,,2
KL,2000,,,2
KITE,2000,,,2
KNOC,2000,,,2
KOLI,2000,,,2
KRL15,2000,,,2
KRL12,2000,,,2
KO,2000,,,2
LACO,2000,,,2
LRK,2000,,,2
LRK10,2000,,,2
LAR16,2000,,,2
LASE,2000,,,2
LAS13,2000,,,2
LAS2000,2000,,,2
LAS3000,2000,,,2
LAS4.7,2000,,,2
LAS4000,2000,,,2
LAS5000,2000,,,2
LASE2,2000,,,2
LASPCU,2000,,,2
LASEM,2000,,,2
LASST,2000,,,2
LASVT,2000,,,2
LZE,2000,,,2
LD14,2000,,,2
LI,2000,,,2
LS13,2000,,,2
LS16,2000,,,2
LS162,2000,,,2
LGR16L,2000,,,2
M-SC,2000,,,2
M-20,2000,,,2
MACD,2000,,,2
MACH,2000,,,2
MLD12,2000,,,2
MWR,2000,,,2
MAN,2000,,,2
MDR,2000,,,2
Mar17,2000,,,2
MRL14,2000,,,2
MTN14,2000,,,2
MTN16,2000,,,2
MAX,2000,,,2
MAY,2000,,,2
MC-SC,2000,,,2
MBYT,2000,,,2
M-17,2000,,,2
MSED,2000,,,2
MLNR,2000,,,2
MERI,2000,,,2
MET,2000,,,2
MTON,2000,,,2
MM-12,2000,,,2
MN-SC,2000,,,2
MFSH,2000,,,2
MFSH-2,2000,,,2
MRR16,2000,,,2
MRRDY,2000,,,2
MI,2000,,,2
MST16,2000,,,2
MST16T,2000,,,2
MST4.0,2000,,,2
MJ,2000,,,2
MONK,2000,,,2
MON10,2000,,,2
MON12,2000,,,2
MON15,2000,,,2
MON8,2000,,,2
MO,2000,,,2
MUS17,2000,,,2
MUST,2000,,,2
MUTR,2000,,,2
MXRAY,2000,,,2
NRS,2000,,,2
N-10,2000,,,2
N-12,2000,,,2
N1D,2000,,,2
NEP14,2000,,,2
NEP16,2000,,,2
NPT16,2000,,,2
NIP,2000,,,2
NMD17,2000,,,2
ODY12,2000,,,2
ODY15,2000,,,2
OK,2000,,,2
OJOL,2000,,,2
OMG,2000,,,2
OD14G,2000,,,2
OD14,2000,,,2
OP,2000,,,2
OSPRA,2000,,,2
OS-1,2000,,,2
OS-3,2000,,,2
OVN16,2000,,,2
PSC17,2000,,,2
PELI,2000,,,2
PG,2000,,,2
PET,2000,,,2
PHNTM,2000,,,2
PINT,2000,,,2
PIRAT,2000,,,2
PIX,2000,,,2
PTJ15,2000,,,2
PRP12,2000,,,2
PRS14,2000,,,2
PRS15,2000,,,2
PRS16,2000,,,2
PRS185,2000,,,2
PUF,2000,,,2
R18,2000,,,2
RDR16,2000,,,2
RNG11,2000,,,2
RNG12,2000,,,2
RNG16,2000,,,2
RNG9,2000,,,2
RSCL,2000,,,2
RA,2000,,,2
REB,2000,,,2
RED,2000,,,2
REN,2000,,,2
RB,2000,,,2
RINKY,2000,,,2
ROAD,2000,,,2
RBN,2000,,,2
ROS13,2000,,,2
RS200,2000,,,2
RS400,2000,,,2
