4.45 Centerboard 4.45 (97.20) (97.30)
360 Centerboard 360 (102.00)
14 (Int.) Centerboard 14 85.30 86.90 85.40 84.20 84.10
29er Centerboard 29 84.50 (85.80) 84.70 83.90 (78.90)
405 (Int.) Centerboard 405 89.90 (89.20)
420 (Int. or Club) Centerboard 420 97.60 103.40 100.00 95.00 90.80
470 (Int.) Centerboard 470 86.30 91.40 88.40 85.00 82.10
49er (Int.) Centerboard 49 68.20 69.60
505 (Int.) Centerboard 505 79.80 82.10 80.90 79.60 78.00
747 Cat Rig (SA=75) Centerboard 747 (97.60) (102.50) (98.50)
747 Sloop (SA=116) Centerboard 747SL 96.90 (97.70) 97.10
A Scow Centerboard A-SC 61.30 [63.2] 62.00 [56.0]
Akroyd Centerboard AKR 99.30 (97.70) 99.40 [102.8]
Albacore (15') Centerboard ALBA 90.30 94.50 92.50 88.70 85.80
Alpha Centerboard ALPH 110.40 (105.50) 110.30 110.30
Alpha One Centerboard ALPHO 89.50 90.30 90.00 [90.5]
Alpha Pro Centerboard ALPRO (97.30) (98.30)
American 14.6 Centerboard AM-146 96.10 96.50
American 16 Centerboard AM-16 103.60 (110.20) 105.00
American 17 Centerboard AM-17 [105.5]
American 18 Centerboard AM-18 [102.0]
Apache Centerboard APC (113.80) (116.10)
"Apollo C/B (15'9"") Centerboard APOL 92.40 96.60 94.40 (90.00) (89.10)"
Aqua Finn Centerboard AQFN 106.30 106.40
Arrow 15 Centerboard ARO15 (96.70) (96.40)
B14 Centerboard B14 (81.00) (83.90)
Balboa 13 Centerboard BLB13 [91.4]
Bandit (Canadian) Centerboard BNDT 98.20 (100.20)
Bandit 15 Centerboard BND15 97.90 100.70 98.80 96.70 [96.7]
Bandit 17 Centerboard BND17 (97.00) [101.6] (99.50)
Banshee Centerboard BNSH 93.70 95.90 94.50 92.50 [90.6]
Barnegat 17 Centerboard BG-17 100.30 100.90
Barnegat Bay Sneakbox Centerboard B16F 110.60 110.50 [107.4]
Barracuda Centerboard BAR (102.00) (100.00)
Bat Mk 2 Centerboard BAT-2 (107.00)
Bay Hustler Centerboard BHSL [95.0]
BBC Scow (12' Custom) Centerboard BBC-SC 104.40 107.10
BBC Sloop Centerboard BBC-SL 111.60 114.60
"Beetle Cat (12'4"" Cat Rig) Centerboard BEE-C 120.60 (121.70) 119.50 118.80"
Blivit 13 Centerboard BLV13 [96.0]
Blue Bird Centerboard BB [121.9]
Blue Buoy (14') Centerboard BLBY (102.50) (106.20)
